ab,year,questionType,title,word,words,count,level,pos,fromChoices
B,101,D,B-101-D-Q31to35,ad,ad,1,9,,0
B,101,D,B-101-D-Q31to35,inform,informs,1,3,v.,0
B,101,D,B-101-D-Q31to35,consumer,consumers;consumer,2,4,n.,0
B,101,D,B-101-D-Q31to35,with,with,2,1,prep.,0
B,101,D,B-101-D-Q31to35,one,one,2,1,n./adj./pron.,0
B,101,D,B-101-D-Q31to35,like,like,1,1,prep.,0
B,101,D,B-101-D-Q31to35,brand,brand,1,2,n./v.,0
B,101,D,B-101-D-Q31to35,on,on,1,9,,0
B,101,D,B-101-D-Q31to35,that,that,2,1,pron./adj./adv./conj.,0
B,101,D,B-101-D-Q31to35,eventually,eventually,1,9,,0
B,101,D,B-101-D-Q31to35,buy,buy,3,1,v./n.,0
B,101,D,B-101-D-Q31to35,without,Without,1,2,prep./adv.,0
B,101,D,B-101-D-Q31to35,this,this,1,1,pron./adj./adv.,0
B,101,D,B-101-D-Q31to35,persuasive,persuasive,3,4,adj.,0
B,101,D,B-101-D-Q31to35,about,about,3,1,prep./adv.,0
B,101,D,B-101-D-Q31to35,a,a;A,6,1,art.,0
B,101,D,B-101-D-Q31to35,product,product,2,3,n.,0
B,101,D,B-101-D-Q31to35,might,might,1,3,n.,0
B,101,D,B-101-D-Q31to35,but,but,2,1,conj./prep./adv.,0
B,101,D,B-101-D-Q31to35,would,would,1,9,,0
B,101,D,B-101-D-Q31to35,not,not,3,1,adv.,0
B,101,D,B-101-D-Q31to35,can,can,1,1,v.(aux.),0
B,101,D,B-101-D-Q31to35,only,only,1,1,adv./adj./conj.,0
B,101,D,B-101-D-Q31to35,also,also,3,1,adv.,0
B,101,D,B-101-D-Q31to35,idea,idea,1,1,n.,0
B,101,D,B-101-D-Q31to35,or,or,2,1,conj.,0
B,101,D,B-101-D-Q31to35,political,Political;political,5,3,adj.,0
B,101,D,B-101-D-Q31to35,is,is,4,1,v.,0
B,101,D,B-101-D-Q31to35,although,Although,1,2,conj.,0
B,101,D,B-101-D-Q31to35,suppose,supposed,1,3,v.,0
B,101,D,B-101-D-Q31to35,concern,concerned,1,3,v./n.,0
B,101,D,B-101-D-Q31to35,public,public,1,1,adj./n.,0
B,101,D,B-101-D-Q31to35,they,they;They,4,1,pron.,0
B,101,D,B-101-D-Q31to35,pay,paid,1,1,v./(n.),0
B,101,D,B-101-D-Q31to35,for,for;For,3,1,prep./conj.,0
B,101,D,B-101-D-Q31to35,and,and,5,1,conj.,0
B,101,D,B-101-D-Q31to35,differ,differ,1,4,v.,0
B,101,D,B-101-D-Q31to35,from,from,2,1,prep.,0
B,101,D,B-101-D-Q31to35,commercial,commercial,2,3,adj./n.,0
B,101,D,B-101-D-Q31to35,in,in;In,3,1,prep./adv./adj.,0
B,101,D,B-101-D-Q31to35,candidate,candidates,1,4,n.,0
B,101,D,B-101-D-Q31to35,rather,rather,1,2,adv.,0
B,101,D,B-101-D-Q31to35,than,than,1,1,prep./conj.,0
B,101,D,B-101-D-Q31to35,bush,Bush,2,3,n.,0
B,101,D,B-101-D-Q31to35,campaign,campaign,2,4,n./v.,0
B,101,D,B-101-D-Q31to35,ask,ask,1,1,v.,0
B,101,D,B-101-D-Q31to35,anyone,anyone,1,2,pron.,0
B,101,D,B-101-D-Q31to35,yet,yet,1,1,adv./conj.,0
B,101,D,B-101-D-Q31to35,persuade,persuade,3,3,v.,0
B,101,D,B-101-D-Q31to35,american,American,1,9,,0
B,101,D,B-101-D-Q31to35,citizen,citizens,1,2,n.,0
B,101,D,B-101-D-Q31to35,view,view,1,1,n./v.,0
B,101,D,B-101-D-Q31to35,george,George,1,9,,0
B,101,D,B-101-D-Q31to35,aside,Aside,1,3,adv.,0
B,101,D,B-101-D-Q31to35,used,used,2,2,adj.,0
B,101,D,B-101-D-Q31to35,people,people,3,1,n./v.,0
B,101,D,B-101-D-Q31to35,support,support,1,2,v./n.,0
B,101,D,B-101-D-Q31to35,oppose,oppose,1,4,v.,0
B,101,D,B-101-D-Q31to35,critic,Critics,1,4,n.,0
B,101,D,B-101-D-Q31to35,of,of,3,9,,0
B,101,D,B-101-D-Q31to35,president,President,1,2,n.,0
B,101,D,B-101-D-Q31to35,clinton,Clinton,1,9,,0
B,101,D,B-101-D-Q31to35,health,health,1,1,n.,0
B,101,D,B-101-D-Q31to35,care,care,1,1,n./v.,0
B,101,D,B-101-D-Q31to35,plan,plan,1,1,n./v.,0
B,101,D,B-101-D-Q31to35,influence,influence,1,2,n./v.,0
B,101,D,B-101-D-Q31to35,lawmaker,lawmakers,1,5,n.,0
B,101,D,B-101-D-Q31to35,defeat,defeat,1,4,v./n.,0
B,101,D,B-101-D-Q31to35,government,government,1,2,n.,0
B,101,D,B-101-D-Q31to35,addition,addition,1,2,n.,0
B,101,D,B-101-D-Q31to35,environmental,environmental,1,3,adj.,0
B,101,D,B-101-D-Q31to35,group,groups,1,1,n./v.,0
B,101,D,B-101-D-Q31to35,human,human,1,1,adj./n.,0
B,101,D,B-101-D-Q31to35,right,rights,1,1,adj./adv./n.,0
B,101,D,B-101-D-Q31to35,organization,organizations;organization,2,2,n.,0
B,101,D,B-101-D-Q31to35,accept,accept,1,2,v.,0
B,101,D,B-101-D-Q31to35,their,their,2,1,pron.,0
B,101,D,B-101-D-Q31to35,way,way,1,1,n.,0
B,101,D,B-101-D-Q31to35,international,international,1,2,adj.,0
B,101,D,B-101-D-Q31to35,greenpeace,Greenpeace,1,9,,0
B,101,D,B-101-D-Q31to35,use,uses,1,1,v./n.,0
B,101,D,B-101-D-Q31to35,message,message,1,2,n.,0
B,101,D,B-101-D-Q31to35,warn,warn,1,3,v.,0
B,101,D,B-101-D-Q31to35,serious,serious,1,2,adj.,0
B,101,D,B-101-D-Q31to35,pollution,pollution,1,4,n.,0
B,101,D,B-101-D-Q31to35,problem,problems,1,1,n.,0
B,101,D,B-101-D-Q31to35,urgency,urgency,1,6,n.,0
B,101,D,B-101-D-Q31to35,protect,protecting,1,2,v.,0
B,101,D,B-101-D-Q31to35,sell,selling,1,1,v.,0
B,101,D,B-101-D-Q31to35,something,something,1,1,n./pron.,0
B,101,D,B-101-D-Q31to35,try,trying,1,1,v./n.,0
B,101,D,B-101-D-Q31to35,make,make,1,1,v.,0
B,101,M,B-101-M-Q11to15,and,and,1,1,conj.,1
B,101,M,B-101-M-Q11to15,the,The;the,12,1,art.,0
B,101,M,B-101-M-Q11to15,nobel,Nobel,4,9,,0
B,101,M,B-101-M-Q11to15,peace,Peace,3,2,n.,0
B,101,M,B-101-M-Q11to15,center,Center;center,6,1,n./v.,0
B,101,M,B-101-M-Q11to15,is,is,3,1,v.,0
B,101,M,B-101-M-Q11to15,locate,located,1,2,v.,0
B,101,M,B-101-M-Q11to15,in,in;In,5,1,prep./adv./adj.,0
B,101,M,B-101-M-Q11to15,an,an,2,1,art.,0
B,101,M,B-101-M-Q11to15,old,old,1,1,adj.,0
B,101,M,B-101-M-Q11to15,train,train,1,1,n.,0
B,101,M,B-101-M-Q11to15,station,station,1,1,n./v.,0
B,101,M,B-101-M-Q11to15,building,building,1,1,n.,0
B,101,M,B-101-M-Q11to15,close,close,1,1,adj./adv.,0
B,101,M,B-101-M-Q11to15,to,to,4,1,prep.,0
B,101,M,B-101-M-Q11to15,oslo,Oslo,1,9,,0
B,101,M,B-101-M-Q11to15,city,City,1,1,n.,0
B,101,M,B-101-M-Q11to15,hall,Hall,1,2,n.,0
B,101,M,B-101-M-Q11to15,and,and,12,1,conj.,0
B,101,M,B-101-M-Q11to15,overlooking,overlooking,1,9,,0
B,101,M,B-101-M-Q11to15,it,It;it,3,1,pron.,0
B,101,M,B-101-M-Q11to15,be,was;been,2,1,v.,0
B,101,M,B-101-M-Q11to15,officially,officially,1,9,,0
B,101,M,B-101-M-Q11to15,open,opened,1,1,adj./v./n.,0
B,101,M,B-101-M-Q11to15,on,on,4,9,,0
B,101,M,B-101-M-Q11to15,june,June,1,1,n.,0
B,101,M,B-101-M-Q11to15,as,as,5,1,adv./conj./prep./pron.,0
B,101,M,B-101-M-Q11to15,part,part,1,1,n.,0
B,101,M,B-101-M-Q11to15,of,of,4,9,,0
B,101,M,B-101-M-Q11to15,celebration,celebrations,1,4,n.,0
B,101,M,B-101-M-Q11to15,mark,mark,1,2,v./n.,0
B,101,M,B-101-M-Q11to15,norway's,Norway's,1,9,,0
B,101,M,B-101-M-Q11to15,centenary,centenary,1,9,,0
B,101,M,B-101-M-Q11to15,independent,independent,1,2,adj.,0
B,101,M,B-101-M-Q11to15,a,a,3,1,art.,0
B,101,M,B-101-M-Q11to15,where,where,2,1,adv./conj./pron./n.,0
B,101,M,B-101-M-Q11to15,you,you,1,1,pron.,0
B,101,M,B-101-M-Q11to15,can,can,1,1,v.(aux.),0
B,101,M,B-101-M-Q11to15,experience,experience,2,2,n./v.,0
B,101,M,B-101-M-Q11to15,learn,learn,1,1,v.,0
B,101,M,B-101-M-Q11to15,about,about,1,1,prep./adv.,0
B,101,M,B-101-M-Q11to15,various,various,1,3,adj.,0
B,101,M,B-101-M-Q11to15,prize,Prize,1,2,n./v.,0
B,101,M,B-101-M-Q11to15,laureates,Laureates,1,9,,0
B,101,M,B-101-M-Q11to15,their,their,2,1,pron.,0
B,101,M,B-101-M-Q11to15,activity,activities,1,3,n.,0
B,101,M,B-101-M-Q11to15,well,well,1,1,adj./adv.,0
B,101,M,B-101-M-Q11to15,remarkable,remarkable,1,4,adj.,0
B,101,M,B-101-M-Q11to15,history,history,1,1,n.,0
B,101,M,B-101-M-Q11to15,alfred,Alfred,1,9,,0
B,101,M,B-101-M-Q11to15,founder,founder,1,4,n.,0
B,101,M,B-101-M-Q11to15,serve,serves,1,1,v.,0
B,101,M,B-101-M-Q11to15,meeting,meeting,1,2,n.,0
B,101,M,B-101-M-Q11to15,place,place,1,1,n./v.,0
B,101,M,B-101-M-Q11to15,reflection,reflections,1,4,n.,0
B,101,M,B-101-M-Q11to15,relate,related,1,3,v.,0
B,101,M,B-101-M-Q11to15,conflict,conflict,1,2,n./v.,0
B,101,M,B-101-M-Q11to15,resolution,resolution,1,4,n.,0
B,101,M,B-101-M-Q11to15,are,are,2,1,v.,0
B,101,M,B-101-M-Q11to15,combine,combines,1,3,v.,0
B,101,M,B-101-M-Q11to15,exhibit,exhibits,1,4,v./n.,0
B,101,M,B-101-M-Q11to15,film,films,1,2,n./v.,0
B,101,M,B-101-M-Q11to15,with,with,1,1,prep.,0
B,101,M,B-101-M-Q11to15,digital,digital,1,4,adj.,0
B,101,M,B-101-M-Q11to15,communication,communication,1,4,n.,0
B,101,M,B-101-M-Q11to15,interactive,interactive,1,9,,0
B,101,M,B-101-M-Q11to15,installation,installations,1,6,n.,0
B,101,M,B-101-M-Q11to15,have,has,2,1,v./aux.,0
B,101,M,B-101-M-Q11to15,already,already,1,1,adv.,0
B,101,M,B-101-M-Q11to15,receive,received,1,1,v.,0
B,101,M,B-101-M-Q11to15,attention,attention,1,2,n.,0
B,101,M,B-101-M-Q11to15,for,for,1,1,prep./conj.,0
B,101,M,B-101-M-Q11to15,its,its,3,1,pron.,0
B,101,M,B-101-M-Q11to15,use,use,1,1,v./n.,0
B,101,M,B-101-M-Q11to15,state-of-the-art,state-of-the-art,1,9,,0
B,101,M,B-101-M-Q11to15,visitor,Visitors;visitors,2,2,n.,0
B,101,M,B-101-M-Q11to15,welcome,welcome,1,1,v./adj./n.,0
B,101,M,B-101-M-Q11to15,own,own,1,9,,0
B,101,M,B-101-M-Q11to15,or,or,1,1,conj.,0
B,101,M,B-101-M-Q11to15,join,join,1,1,v./n.,0
B,101,M,B-101-M-Q11to15,guide,guided,1,1,n./v.,0
B,101,M,B-101-M-Q11to15,since,Since,1,1,prep./conj./adv.,0
B,101,M,B-101-M-Q11to15,inspire,inspiring,1,4,v.,0
B,101,M,B-101-M-Q11to15,entertain,entertaining,1,4,v./(n.),0
B,101,M,B-101-M-Q11to15,through,through,1,2,prep./adv.,0
B,101,M,B-101-M-Q11to15,cultural,cultural,1,3,adj.,0
B,101,M,B-101-M-Q11to15,finance,financed,1,4,n./v.,0
B,101,M,B-101-M-Q11to15,by,by,2,1,prep./adv.,0
B,101,M,B-101-M-Q11to15,private,private,1,2,adj.,0
B,101,M,B-101-M-Q11to15,public,public,1,1,adj./n.,0
B,101,M,B-101-M-Q11to15,so,so,1,1,adv.,0
B,101,M,B-101-M-Q11to15,much,much,1,1,adj./pron./adv.,0
B,101,M,B-101-M-Q11to15,spite,spite,1,3,n.,0
B,101,M,B-101-M-Q11to15,behalf,behalf,1,5,n.,0
B,101,M,B-101-M-Q11to15,this,this,1,1,pron./adj./adv.,0
B,101,M,B-101-M-Q11to15,one,one,1,1,n./adj./pron.,0
B,101,M,B-101-M-Q16to20,to,to,1,1,prep.,1
B,101,M,B-101-M-Q16to20,a,a,5,1,art.,0
B,101,M,B-101-M-Q16to20,riot,riot,1,6,n./v.,0
B,101,M,B-101-M-Q16to20,at,at,2,1,prep.,0
B,101,M,B-101-M-Q16to20,brussels,Brussels,1,9,,0
B,101,M,B-101-M-Q16to20,soccer,soccer,3,2,n.,0
B,101,M,B-101-M-Q16to20,match,match,1,1,n.,0
B,101,M,B-101-M-Q16to20,in,in,5,1,prep./adv./adj.,0
B,101,M,B-101-M-Q16to20,which,which,1,1,pron./adj.,0
B,101,M,B-101-M-Q16to20,many,many,1,1,adj./pron.,0
B,101,M,B-101-M-Q16to20,fan,fans,2,1,n./v.,0
B,101,M,B-101-M-Q16to20,lose,lost,1,2,v.,0
B,101,M,B-101-M-Q16to20,their,their,3,1,pron.,0
B,101,M,B-101-M-Q16to20,the,The;the,14,1,art.,0
B,101,M,B-101-M-Q16to20,tragedy,tragedy,1,4,n.,0
B,101,M,B-101-M-Q16to20,begin,began,1,1,v.,0
B,101,M,B-101-M-Q16to20,minute,minutes,1,1,n.,0
B,101,M,B-101-M-Q16to20,before,before,1,1,conj./prep./adv.,0
B,101,M,B-101-M-Q16to20,start,start;started,2,1,v./n.,0
B,101,M,B-101-M-Q16to20,of,of,4,9,,0
B,101,M,B-101-M-Q16to20,european,European,1,9,,0
B,101,M,B-101-M-Q16to20,cup,Cup,1,1,n./v.,0
B,101,M,B-101-M-Q16to20,british,British,2,9,,0
B,101,M,B-101-M-Q16to20,team,team,2,2,n./v.,0
B,101,M,B-101-M-Q16to20,be,was;were;been,3,1,v.,0
B,101,M,B-101-M-Q16to20,schedule,scheduled,1,3,n./v.,0
B,101,M,B-101-M-Q16to20,to,to,5,1,prep.,0
B,101,M,B-101-M-Q16to20,compete,compete,1,3,v.,0
B,101,M,B-101-M-Q16to20,against,against,2,1,prep.,0
B,101,M,B-101-M-Q16to20,italian,Italian,2,9,,0
B,101,M,B-101-M-Q16to20,noisy,Noisy,1,1,adj.,0
B,101,M,B-101-M-Q16to20,after,after,1,1,prep./conj./adv.,0
B,101,M,B-101-M-Q16to20,setting,setting,1,5,n.,0
B,101,M,B-101-M-Q16to20,off,off,1,1,"adv./prep./adj. ",0
B,101,M,B-101-M-Q16to20,some,some,1,1,adj./pron.,0
B,101,M,B-101-M-Q16to20,rocket,rockets,1,3,n./v.,0
B,101,M,B-101-M-Q16to20,and,and,3,1,conj.,0
B,101,M,B-101-M-Q16to20,firework,fireworks,1,3,n.,0
B,101,M,B-101-M-Q16to20,cheer,cheer,1,3,n./v.,0
B,101,M,B-101-M-Q16to20,for,for,2,1,prep./conj.,0
B,101,M,B-101-M-Q16to20,broke,broke,1,4,adj.,0
B,101,M,B-101-M-Q16to20,through,through,1,2,prep./adv.,0
B,101,M,B-101-M-Q16to20,thin,thin,1,2,adj.,0
B,101,M,B-101-M-Q16to20,wire,wire,1,2,n./v.,0
B,101,M,B-101-M-Q16to20,fence,fence,1,2,n./v.,0
B,101,M,B-101-M-Q16to20,attack,attack,1,2,v./n.,0
B,101,M,B-101-M-Q16to20,head,headed,1,1,n./v.,0
B,101,M,B-101-M-Q16to20,main,main,1,2,adj./n.,0
B,101,M,B-101-M-Q16to20,exit,exit,1,3,n./v.,0
B,101,M,B-101-M-Q16to20,section,section,1,2,n./v.,0
B,101,M,B-101-M-Q16to20,when,when,1,1,adv./pron./conj.,0
B,101,M,B-101-M-Q16to20,six-foot,six-foot,1,9,,0
B,101,M,B-101-M-Q16to20,concrete,concrete,1,4,adj./n./v.,0
B,101,M,B-101-M-Q16to20,wall,wall,1,1,n./v.,0
B,101,M,B-101-M-Q16to20,end,end,1,1,n./v.,0
B,101,M,B-101-M-Q16to20,have,had;have,2,1,v./aux.,0
B,101,M,B-101-M-Q16to20,die,died,1,1,v.,0
B,101,M,B-101-M-Q16to20,majority,majority,1,3,n.,0
B,101,M,B-101-M-Q16to20,death,deaths,1,1,n.,0
B,101,M,B-101-M-Q16to20,result,resulted;result,2,2,n./v.,0
B,101,M,B-101-M-Q16to20,from,from,2,1,prep.,0
B,101,M,B-101-M-Q16to20,people,people,1,1,n./v.,0
B,101,M,B-101-M-Q16to20,being,being,1,3,n.,0
B,101,M,B-101-M-Q16to20,trample,trampled,1,5,v./n.,0
B,101,M,B-101-M-Q16to20,underfoot,underfoot,1,9,,0
B,101,M,B-101-M-Q16to20,or,or,1,1,conj.,0
B,101,M,B-101-M-Q16to20,crush,crushed,1,4,v./n.,0
B,101,M,B-101-M-Q16to20,barrier,barriers,1,4,n.,0
B,101,M,B-101-M-Q16to20,as,As,1,1,adv./conj./prep./pron.,0
B,101,M,B-101-M-Q16to20,this,this,1,1,pron./adj./adv.,0
B,101,M,B-101-M-Q16to20,security,security,1,3,n.,0
B,101,M,B-101-M-Q16to20,measures,measures,1,4,n.,0
B,101,M,B-101-M-Q16to20,since,since,1,1,prep./conj./adv.,0
B,101,M,B-101-M-Q16to20,tighten,tightened,1,3,v.,0
B,101,M,B-101-M-Q16to20,major,major,1,3,adj./n./v.,0
B,101,M,B-101-M-Q16to20,sport,sports,1,1,n./v.,0
B,101,M,B-101-M-Q16to20,competition,competitions,1,4,n.,0
B,101,M,B-101-M-Q16to20,prevent,prevent,1,3,v.,0
B,101,M,B-101-M-Q16to20,similar,similar,1,2,adj.,0
B,101,M,B-101-M-Q16to20,event,events,1,2,n.,0
B,101,M,B-101-M-Q16to20,oppose,oppose,1,4,v.,0
B,101,M,B-101-M-Q16to20,fight,fight,1,1,v./n.,0
B,101,M,B-101-M-Q16to20,battle,battle,1,2,n./v.,0
B,101,M,B-101-M-Q16to20,back,backed,1,1,n./adj./adv./v.,0
B,101,M,B-101-M-Q16to20,call,called,1,1,v./n.,0
B,101,M,B-101-M-Q16to20,pass,passed,1,1,v./n.,0
B,101,R,B-101-R-Q36to39,different,different,1,1,adj.,1
B,101,R,B-101-R-Q36to39,a,A;a,10,1,art.,0
B,101,R,B-101-R-Q36to39,sense,sense,2,1,n./v.,0
B,101,R,B-101-R-Q36to39,of,of,18,9,,0
B,101,R,B-101-R-Q36to39,humor,humor,8,2,n.,0
B,101,R,B-101-R-Q36to39,is,is,12,1,v.,0
B,101,R,B-101-R-Q36to39,something,something,1,1,n./pron.,0
B,101,R,B-101-R-Q36to39,highly,highly,2,4,adv.,0
B,101,R,B-101-R-Q36to39,person,person,1,1,n.,0
B,101,R,B-101-R-Q36to39,who,who,4,1,pron.,0
B,101,R,B-101-R-Q36to39,have,has;have,4,1,v./aux.,0
B,101,R,B-101-R-Q36to39,great,great,1,1,adj./n.,0
B,101,R,B-101-R-Q36to39,often,often,4,1,"adv. ",0
B,101,R,B-101-R-Q36to39,consider,considered,2,2,v.,0
B,101,R,B-101-R-Q36to39,to,to,11,1,prep.,0
B,101,R,B-101-R-Q36to39,be,be;was;were,7,1,v.,0
B,101,R,B-101-R-Q36to39,happy,happy,1,1,adj.,0
B,101,R,B-101-R-Q36to39,and,and,15,1,conj.,0
B,101,R,B-101-R-Q36to39,socially,socially,2,9,,0
B,101,R,B-101-R-Q36to39,double-edged,double-edged,1,9,,0
B,101,R,B-101-R-Q36to39,it,It;it,6,1,pron.,0
B,101,R,B-101-R-Q36to39,can,can,4,1,v.(aux.),0
B,101,R,B-101-R-Q36to39,forge,forge,1,9,,0
B,101,R,B-101-R-Q36to39,better,better,1,1,adj./adv./n./v.,0
B,101,R,B-101-R-Q36to39,relationship,relationships,1,2,n.,0
B,101,R,B-101-R-Q36to39,help,help,1,1,v./n.,0
B,101,R,B-101-R-Q36to39,you,you,1,1,pron.,0
B,101,R,B-101-R-Q36to39,cope,cope,1,4,v.,0
B,101,R,B-101-R-Q36to39,with,with,1,1,prep.,0
B,101,R,B-101-R-Q36to39,but,but;But,3,1,conj./prep./adv.,0
B,101,R,B-101-R-Q36to39,sometimes,sometimes,2,1,adv.,0
B,101,R,B-101-R-Q36to39,also,also,1,1,adv.,0
B,101,R,B-101-R-Q36to39,damage,damage,1,2,n./v.,0
B,101,R,B-101-R-Q36to39,self-esteem,self-esteem,1,9,,0
B,101,R,B-101-R-Q36to39,antagonize,antagonize,1,9,,0
B,101,R,B-101-R-Q36to39,use,use,1,1,v./n.,0
B,101,R,B-101-R-Q36to39,bond,bonding,2,4,n./v.,0
B,101,R,B-101-R-Q36to39,tell,tell;telling,3,1,v.,0
B,101,R,B-101-R-Q36to39,joke,jokes;joke;joking,3,1,n./v.,0
B,101,R,B-101-R-Q36to39,generally,generally,1,9,,0
B,101,R,B-101-R-Q36to39,lighten,lighten,1,4,v.,0
B,101,R,B-101-R-Q36to39,the,the;The,20,1,art.,0
B,101,R,B-101-R-Q36to39,they're,They're,1,9,,0
B,101,R,B-101-R-Q36to39,perceive,perceived,1,5,v.,0
B,101,R,B-101-R-Q36to39,as,as,3,1,adv./conj./prep./pron.,0
B,101,R,B-101-R-Q36to39,being,being,3,3,n.,0
B,101,R,B-101-R-Q36to39,good,good,2,1,adj./n./adv.,0
B,101,R,B-101-R-Q36to39,at,at,2,1,prep.,0
B,101,R,B-101-R-Q36to39,reduce,reducing,1,3,v.,0
B,101,R,B-101-R-Q36to39,tension,tension,1,4,n.,0
B,101,R,B-101-R-Q36to39,in,in;In,8,1,prep./adv./adj.,0
B,101,R,B-101-R-Q36to39,uncomfortable,uncomfortable,1,9,,0
B,101,R,B-101-R-Q36to39,they,They;they,5,1,pron.,0
B,101,R,B-101-R-Q36to39,make,make;making,2,1,v.,0
B,101,R,B-101-R-Q36to39,fun,fun,2,1,n.,0
B,101,R,B-101-R-Q36to39,their,their,9,1,pron.,0
B,101,R,B-101-R-Q36to39,common,common,2,1,adj./n.,0
B,101,R,B-101-R-Q36to39,may,may,4,1,n.,0
B,101,R,B-101-R-Q36to39,even,even,1,1,adv.,0
B,101,R,B-101-R-Q36to39,laugh,laugh;laughing,2,1,v./n.,0
B,101,R,B-101-R-Q36to39,off,off,1,1,"adv./prep./adj. ",0
B,101,R,B-101-R-Q36to39,own,own,2,9,,0
B,101,R,B-101-R-Q36to39,basic,basic,1,1,adj.,0
B,101,R,B-101-R-Q36to39,message,message,2,2,n.,0
B,101,R,B-101-R-Q36to39,deliver,deliver,1,2,v.,0
B,101,R,B-101-R-Q36to39,we're,We're;we're,2,9,,0
B,101,R,B-101-R-Q36to39,all,all,3,1,adj./adv./pron./n.,0
B,101,R,B-101-R-Q36to39,we,we,1,1,pron.,0
B,101,R,B-101-R-Q36to39,find,find,1,1,v./n.,0
B,101,R,B-101-R-Q36to39,same,same,1,1,adj./pron./adv.,0
B,101,R,B-101-R-Q36to39,thing,things,1,1,n.,0
B,101,R,B-101-R-Q36to39,this,this;This,3,1,pron./adj./adv.,0
B,101,R,B-101-R-Q36to39,"together.
put-down","together.
Put-down",1,9,,0
B,101,R,B-101-R-Q36to39,on,on,4,9,,0
B,101,R,B-101-R-Q36to39,other,other,3,1,adj./pron.,0
B,101,R,B-101-R-Q36to39,an,an;An,4,1,art.,0
B,101,R,B-101-R-Q36to39,aggressive,aggressive,1,4,adj.,0
B,101,R,B-101-R-Q36to39,type,type,3,2,n.,0
B,101,R,B-101-R-Q36to39,used,used,2,2,adj.,0
B,101,R,B-101-R-Q36to39,criticize,criticize,1,4,v.,0
B,101,R,B-101-R-Q36to39,manipulate,manipulate,1,6,v.,0
B,101,R,B-101-R-Q36to39,others,others,1,9,,0
B,101,R,B-101-R-Q36to39,through,through,2,2,prep./adv.,0
B,101,R,B-101-R-Q36to39,when,When,2,1,adv./pron./conj.,0
B,101,R,B-101-R-Q36to39,it's,it's,2,9,,0
B,101,R,B-101-R-Q36to39,aim,aimed,1,2,n./v.,0
B,101,R,B-101-R-Q36to39,against,against,1,1,prep.,0
B,101,R,B-101-R-Q36to39,hilarious,hilarious,1,9,,0
B,101,R,B-101-R-Q36to39,mostly,mostly,1,4,adv.,0
B,101,R,B-101-R-Q36to39,real,real,1,1,adj.,0
B,101,R,B-101-R-Q36to39,harmful,harmful,1,3,adj.,0
B,101,R,B-101-R-Q36to39,example,example,1,1,n.,0
B,101,R,B-101-R-Q36to39,such,such,2,1,adj./pron.,0
B,101,R,B-101-R-Q36to39,friend,friends,1,1,n.,0
B,101,R,B-101-R-Q36to39,embarrass,embarrassing,1,4,v./(n.),0
B,101,R,B-101-R-Q36to39,story,story,1,1,n.,0
B,101,R,B-101-R-Q36to39,about,about,4,1,prep./adv.,0
B,101,R,B-101-R-Q36to39,another,another,1,1,adj./pron.,0
B,101,R,B-101-R-Q36to39,challenge,challenged,1,3,n./v.,0
B,101,R,B-101-R-Q36to39,put-down,put-down,2,9,,0
B,101,R,B-101-R-Q36to39,jokers,jokers,1,9,,0
B,101,R,B-101-R-Q36to39,might,might,1,3,n.,0
B,101,R,B-101-R-Q36to39,claim,claim,1,2,v./n.,0
B,101,R,B-101-R-Q36to39,that,that,4,1,pron./adj./adv./conj.,0
B,101,R,B-101-R-Q36to39,are,are,2,1,v.,0
B,101,R,B-101-R-Q36to39,thus,thus,2,1,adv.,0
B,101,R,B-101-R-Q36to39,allow,allowing,1,1,v.,0
B,101,R,B-101-R-Q36to39,themselves,themselves,1,9,,0
B,101,R,B-101-R-Q36to39,avoid,avoid,1,2,v.,0
B,101,R,B-101-R-Q36to39,though,though,1,1,conj./adv.,0
B,101,R,B-101-R-Q36to39,by,by,2,1,prep./adv.,0
B,101,R,B-101-R-Q36to39,some,some,1,1,adj./pron.,0
B,101,R,B-101-R-Q36to39,people,people;People,5,1,n./v.,0
B,101,R,B-101-R-Q36to39,hurt,hurt,1,1,v./n.,0
B,101,R,B-101-R-Q36to39,feelings,feelings,1,1,n.,0
B,101,R,B-101-R-Q36to39,one,one,1,1,n./adj./pron.,0
B,101,R,B-101-R-Q36to39,tease,teased,1,3,v./n.,0
B,101,R,B-101-R-Q36to39,take,take,1,1,v.,0
B,101,R,B-101-R-Q36to39,toll,toll,1,6,n.,0
B,101,R,B-101-R-Q36to39,personal,personal,2,2,adj.,0
B,101,R,B-101-R-Q36to39,hate-me,hate-me,1,9,,0
B,101,R,B-101-R-Q36to39,joker,joker,1,9,,0
B,101,R,B-101-R-Q36to39,target,target;targets,2,2,n./v.,0
B,101,R,B-101-R-Q36to39,for,for,2,1,prep./conj.,0
B,101,R,B-101-R-Q36to39,amusement,amusement,1,4,v./(n.),0
B,101,R,B-101-R-Q36to39,comedian,comedians,1,5,n.,0
B,101,R,B-101-R-Q36to39,john,John,2,9,,0
B,101,R,B-101-R-Q36to39,belushi,Belushi,2,9,,0
B,101,R,B-101-R-Q36to39,chris,Chris,2,9,,0
B,101,R,B-101-R-Q36to39,whom,whom,1,1,pron.,0
B,101,R,B-101-R-Q36to39,suffer,suffered,2,3,v.,0
B,101,R,B-101-R-Q36to39,success,success,1,2,n.,0
B,101,R,B-101-R-Q36to39,show,show,1,1,v./n.,0
B,101,R,B-101-R-Q36to39,small,small,1,1,adj./n./adv.,0
